CURSO_ACADEMICO;TIPO_ESTUDIO;ESTUDIO;LOCALIDAD;CENTRO;ASIGNATURA;TIPO_ASIGNATURA;CLASE_ASIGNATURA;TASA_EXITO;TASA_RENDIMIENTO;TASA_EVALUACION;ALUMNOS_EVALUADOS;ALUMNOS_SUPERADOS;ALUMNOS_PRESENTADOS;MEDIA_CONVOCATORIAS_CONSUMIDAS;FECHA_ACTUALIZACION
2021;Grado;Grado: Ingeniería de Tecnologías y Servicios de Telecomunicación;Zaragoza;Escuela de Ingeniería y Arquitectura;Sistemas electrónicos de audio y video;Normal;Optativa;100.00;100.00;100.00;10;10;10;1.00;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Destrezas lingüísticas en español;Normal;Formación básica;97.62;93.18;95.45;44;41;42;1.02;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Comunicación oral y escrita en lengua alemana I;Normal;No Informado;100.00;100.00;100.00;11;11;11;1.00;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Comunicación oral y escrita en lengua árabe I;Normal;Optativa;100.00;75.00;75.00;4;3;3;1.00;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Comunicación oral y escrita en lengua francesa I;Normal;Formación básica;88.89;86.49;97.30;37;32;36;1.09;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Comunicación oral y escrita en lengua inglesa I;Normal;No Informado;95.83;92.00;96.00;25;23;24;1.19;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Comunicación oral y escrita en lengua italiana I;Normal;Formación básica;100.00;90.91;90.91;11;10;10;1.00;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Comunicación oral y escrita en lengua alemana II;Normal;Formación básica;88.89;72.73;81.82;11;8;9;1.00;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Comunicación oral y escrita en lengua árabe II;Normal;Optativa;100.00;50.00;50.00;4;2;2;1.00;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Comunicación oral y escrita en lengua francesa II;Normal;Formación básica;82.35;77.78;94.44;36;28;34;1.37;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Comunicación oral y escrita en lengua inglesa II;Normal;No Informado;100.00;91.67;91.67;24;22;22;1.00;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Comunicación oral y escrita en lengua italiana II;Normal;Formación básica;100.00;91.67;91.67;12;11;11;1.00;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Lingüística general y comparada (aplicada a las lenguas del Grado);Normal;Formación básica;87.80;80.00;91.11;45;36;41;1.03;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Comunicación oral y escrita en lengua alemana III;Normal;Obligatoria;100.00;100.00;100.00;14;14;14;1.00;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Comunicación oral y escrita en lengua árabe III;Normal;Obligatoria;100.00;66.67;66.67;3;2;2;1.00;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Comunicación oral y escrita en lengua francesa III;Normal;Obligatoria;91.89;85.00;92.50;40;34;37;1.47;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Comunicación oral y escrita en lengua inglesa III;Normal;Obligatoria;80.77;77.78;96.30;27;21;26;1.27;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Comunicación oral y escrita en lengua italiana III;Normal;Obligatoria;100.00;100.00;100.00;12;12;12;1.00;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Herramientas de estudio de la lengua francesa;Normal;Obligatoria;95.00;88.37;93.02;43;38;40;1.03;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Gramática alemana;Normal;Obligatoria;100.00;100.00;100.00;14;14;14;1.07;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Gramática árabe;Normal;Obligatoria;100.00;66.67;66.67;3;2;2;1.00;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Gramática francesa;Normal;Obligatoria;80.00;75.68;94.59;37;28;35;1.21;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Gramática inglesa;Normal;Obligatoria;79.17;73.08;92.31;26;19;24;1.10;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Gramática italiana;Normal;Obligatoria;90.91;90.91;100.00;11;10;11;1.00;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Introducción a la cultura alemana;Normal;Obligatoria;100.00;100.00;100.00;14;14;14;1.00;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Introducción a la cultura árabe;Normal;Obligatoria;100.00;100.00;100.00;2;2;2;1.00;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Introducción a la cultura francesa;Normal;Obligatoria;70.00;68.29;97.56;41;28;40;1.31;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Introducción a la cultura inglesa;Normal;Obligatoria;100.00;100.00;100.00;21;21;21;1.05;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Introducción a la cultura italiana;Normal;Obligatoria;100.00;91.67;91.67;12;11;11;1.00;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Herramientas de estudio de la literatura francesa;Normal;Obligatoria;97.56;90.91;93.18;44;40;41;1.08;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Introducción a la literatura alemana;Normal;Obligatoria;100.00;100.00;100.00;3;3;3;1.00;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Introducción a la literatura árabe;Normal;Obligatoria;100.00;50.00;50.00;2;1;1;1.00;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Introducción a la literatura francesa;Normal;Obligatoria;90.00;85.71;95.24;32;28;31;1.21;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Introducción a la literatura inglesa;Normal;Obligatoria;94.12;94.12;100.00;24;22;24;1.23;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Introducción a la literatura italiana;Normal;Obligatoria;100.00;100.00;100.00;7;7;7;1.00;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Comunicación oral y escrita avanzada en lengua francesa I;Normal;Obligatoria;63.33;55.88;88.24;45;29;40;1.31;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Cultura francesa I;Normal;Obligatoria;96.30;96.30;100.00;38;37;38;1.27;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Lingüística francesa I;Normal;Obligatoria;94.12;69.57;73.91;35;27;29;1.46;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Literatura francesa de la Edad Media;Normal;Obligatoria;72.41;61.76;85.29;46;32;41;1.62;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Literatura francesa del siglo XVI;Normal;Obligatoria;76.00;59.38;78.13;44;31;37;1.90;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Comunicación oral y escrita avanzada en lengua francesa II;Normal;Obligatoria;70.83;56.67;80.00;42;28;35;1.39;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Cultura francesa II;Normal;Obligatoria;53.33;47.06;88.24;29;20;27;1.20;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Lingüística francesa II;Normal;Obligatoria;82.61;67.86;82.14;28;19;23;1.58;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Lingüística francesa III;Normal;Obligatoria;100.00;100.00;100.00;18;18;18;1.00;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Literatura francesa del siglo XVII;Normal;Obligatoria;100.00;90.00;90.00;20;18;18;1.44;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Literatura francesa del siglo XVIII;Normal;Obligatoria;67.86;61.29;90.32;31;19;28;2.05;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Traducción francés/español;Normal;Obligatoria;95.24;90.91;95.45;22;20;21;1.35;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Literatura francesa del siglo XIX;Normal;Obligatoria;90.00;78.26;86.96;23;18;20;1.44;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Trabajo fin de Grado;Trabajo fin de grado;Trabajo fin de Grado;100.00;100.00;100.00;10;10;10;1.00;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Historia de la lengua francesa;Normal;Optativa;100.00;66.67;66.67;3;2;2;1.00;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Sociolingüística del francés;Normal;Optativa;100.00;75.00;75.00;4;3;3;1.33;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Gramática francesa comparada;Normal;Optativa;100.00;100.00;100.00;5;5;5;1.00;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Literatura francesa del siglo XX;Normal;Optativa;;;;1;0;0;;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Literatura francesa actual;Normal;Optativa;100.00;100.00;100.00;9;9;9;1.00;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Mediación en lengua francesa;Normal;Optativa;100.00;100.00;100.00;15;15;15;1.07;25/09/2022
2021;Grado;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Traducción francés/español de textos literarios y periodísticos;Normal;Optativa;94.12;94.12;100.00;17;16;17;1.00;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Derecho Constitucional I;Normal;Formación básica;97.50;96.30;98.77;81;78;80;1.04;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Teoría del Derecho;Normal;Formación básica;96.10;93.67;97.47;79;74;77;1.08;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Derecho Internacional Público;Normal;Formación básica;97.47;93.90;96.34;82;77;79;1.08;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Derecho Civil: Persona y bienes;Normal;Formación básica;89.74;84.34;93.98;83;70;78;1.27;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Derecho Constitucional II;Normal;Obligatoria;73.26;67.74;92.47;93;63;86;1.40;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Derecho Penal. Parte general;Normal;Obligatoria;72.50;67.44;93.02;86;58;80;1.60;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Derecho Civil: Obligaciones y Contratos;Normal;Obligatoria;98.63;97.30;98.65;74;72;73;1.18;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Derecho Administrativo. Parte General;Normal;Obligatoria;97.22;94.59;97.30;74;70;72;1.04;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Derecho Penal. Parte Especial;Normal;Obligatoria;87.84;82.28;93.67;79;65;74;1.37;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Derecho Procesal I;Normal;Obligatoria;97.14;90.67;93.33;75;68;70;1.03;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Derecho individual y colectivo del trabajo;Normal;Obligatoria;89.04;84.42;94.81;77;65;73;1.09;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Instituciones de la Unión Europea;Normal;Formación básica;100.00;97.30;97.30;74;72;72;1.04;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Derecho de la protección social;Normal;Obligatoria;100.00;95.95;95.95;74;71;71;1.04;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Derecho Administrativo. Parte Especial;Normal;Obligatoria;100.00;100.00;100.00;71;71;71;1.00;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Derecho de Familia y Sucesiones;Normal;Obligatoria;100.00;100.00;100.00;74;74;74;1.11;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Derecho Procesal II;Normal;Obligatoria;98.51;98.51;100.00;71;70;71;1.14;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Derecho Mercantil I;Normal;Obligatoria;100.00;98.46;98.46;68;67;67;1.12;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Derecho Mercantil II;Normal;Obligatoria;98.46;92.75;94.20;71;66;67;1.09;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Derecho Financiero y Tributario I;Normal;Obligatoria;100.00;100.00;100.00;68;68;68;1.16;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Derecho Civil Aragonés;Normal;Obligatoria;100.00;100.00;100.00;57;57;57;1.21;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Derecho y Ética;Normal;Obligatoria;100.00;66.67;66.67;56;44;44;1.02;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Derecho Internacional Privado;Normal;Obligatoria;91.30;89.36;97.87;69;64;68;1.27;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Derecho financiero y tributario II;Normal;Obligatoria;97.56;88.89;91.11;66;61;62;1.05;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Derecho Ambiental;Normal;Obligatoria;100.00;89.80;89.80;69;64;64;1.23;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Practicum;Prácticas externas;Prácticas externas;100.00;96.23;96.23;53;51;51;1.00;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Trabajo fin de Grado (Derecho);Trabajo fin de grado;Trabajo fin de Grado;100.00;98.41;98.41;63;62;62;1.00;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Derecho eclesiástico del Estado;Normal;Obligatoria;97.14;91.89;94.59;74;68;70;1.15;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Contabilidad Financiera I;Normal;Formación básica;98.70;98.70;100.00;77;76;77;1.03;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Fundamentos de Administración y Dirección de Empresas;Normal;Formación básica;97.44;96.20;98.73;79;76;78;1.08;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Matemáticas I;Normal;Formación básica;97.44;95.00;97.50;80;76;78;1.14;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Contabilidad Financiera II;Normal;Formación básica;90.54;81.71;90.24;82;67;74;1.11;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Microeconomía I;Normal;Formación básica;98.70;93.83;95.06;81;76;77;1.14;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Matemáticas II;Normal;Formación básica;93.83;89.41;95.29;85;76;81;1.06;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Historia ecónomica y economía mundial;Normal;Formación básica;90.54;88.16;97.37;76;67;74;1.10;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Estadística I;Normal;Formación básica;97.30;94.74;97.37;76;72;74;1.07;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Microeconomía II;Normal;Obligatoria;89.47;86.08;96.20;79;68;76;1.51;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Estadística II;Normal;Obligatoria;84.21;74.42;88.37;86;64;76;1.42;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Macroeconomía I;Normal;Obligatoria;89.74;78.65;87.64;89;70;78;1.35;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Macroeconomía II;Normal;Obligatoria;93.06;88.16;94.74;76;67;72;1.10;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Organización y gestión interna;Normal;Obligatoria;100.00;98.61;98.61;72;71;71;1.00;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Análisis y valoración de operaciones financieras;Normal;Obligatoria;97.30;97.30;100.00;74;72;74;1.18;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Economía española;Normal;Obligatoria;97.26;97.26;100.00;73;71;73;1.29;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Estados financieros;Normal;Obligatoria;84.62;83.54;98.73;79;66;78;1.42;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Análisis de estados financieros;Normal;Obligatoria;97.06;97.06;100.00;70;68;70;1.19;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Econometría;Normal;Obligatoria;94.52;90.79;96.05;78;71;75;1.27;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Introducción a la investigación de mercados;Normal;Obligatoria;98.63;98.63;100.00;75;74;75;1.05;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Dirección estratégica;Normal;Obligatoria;98.53;98.53;100.00;71;70;71;1.00;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Dirección Financiera;Normal;Obligatoria;100.00;98.57;98.57;73;72;72;1.00;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Dirección Comercial I;Normal;Obligatoria;100.00;100.00;100.00;71;71;71;1.03;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Dirección de la producción;Normal;Obligatoria;93.10;93.10;100.00;69;67;69;1.13;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Dirección de recursos humanos;Normal;Obligatoria;92.59;92.59;100.00;68;66;68;1.05;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Contabilidad directiva;Normal;Obligatoria;96.55;90.32;93.55;62;59;60;1.19;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Gestión de riesgos financieros;Normal;Obligatoria;100.00;92.31;92.31;62;60;60;1.00;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Contabilidad de combinaciones de negocios;Normal;Obligatoria;94.34;90.91;96.36;92;87;90;1.07;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Política de la empresa;Normal;Obligatoria;96.23;96.23;100.00;81;79;81;1.09;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Aplicaciones econométricas de la empresa;Normal;Optativa;100.00;100.00;100.00;2;2;2;1.00;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Contabilidad pública;Normal;Optativa;100.00;100.00;100.00;28;28;28;1.00;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Decisiones comerciales;Normal;Optativa;100.00;80.00;80.00;13;11;11;1.00;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Dirección de entidades de economía social;Normal;Optativa;100.00;100.00;100.00;10;10;10;1.00;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Dirección de la empresa internacional;Normal;Optativa;100.00;100.00;100.00;14;14;14;1.00;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Innovación y cambio tecnológico de la empresa;Normal;Optativa;;;;4;4;4;1.00;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Investigación operativa;Normal;Optativa;;;;2;2;2;1.00;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Logística y cadena de suministro;Normal;Optativa;100.00;100.00;100.00;3;3;3;1.33;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Mercados financieros;Normal;Optativa;80.00;80.00;100.00;11;10;11;1.00;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Control de gestión;Normal;Optativa;100.00;100.00;100.00;44;44;44;1.00;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Las TIC en la empresa;Normal;Optativa;100.00;92.86;92.86;15;14;14;1.00;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Lengua extranjera empresarial (inglés);Normal;Optativa;100.00;100.00;100.00;20;20;20;1.00;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Creación y gestión de PYMES;Normal;Optativa;100.00;100.00;100.00;19;19;19;1.00;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Dirección comercial II;Normal;Optativa;100.00;95.24;95.24;49;48;48;1.00;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Dirección financiera internacional;Normal;Optativa;;;;13;12;12;1.00;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Gestión de tesorería;Normal;Optativa;;;;3;3;3;1.00;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Gestión integrada y creación de valor;Normal;Optativa;100.00;81.82;81.82;26;24;24;1.00;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Información financiera internacional;Normal;Optativa;100.00;100.00;100.00;15;15;15;1.00;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Modelos de excelencia y calidad en la gestión;Normal;Optativa;;;;1;1;1;1.00;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Política económica;Normal;Optativa;75.00;75.00;100.00;4;3;4;1.00;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Lengua extranjera empresarial (francés);Normal;Optativa;100.00;100.00;100.00;1;1;1;1.00;25/09/2022
2021;Grado;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Trabajo fin de Grado (ADE);Trabajo fin de grado;Trabajo fin de Grado;100.00;74.39;74.39;82;61;61;1.00;25/09/2022
2021;Grado;Grado: Estudios en Arquitectura;Zaragoza;Escuela de Ingeniería y Arquitectura;Física 1;Normal;Formación básica;71.43;60.40;84.56;151;92;128;2.02;25/09/2022
